workerid,firstutterance,predicate,noun,gender,class,nounclass,slide_number,copula,response
0,no es,peque&ntilde;o,escritorio,masculine,size,furniture,3,ser,0.59
0,no es,suave,sof&aacute; ,masculine,texture,furniture,4,ser,0.55
0,es,grande,ventilador,masculine,size,furniture,5,ser,0.56
0,no es,americano,tomate,masculine,nationality,food,6,ser,0.53
0,es,espa&ntilde;ol,televisi&oacute;n ,feminine,nationality,furniture,7,ser,0.56
0,no es,nuevo,manzana,feminine,age,food,8,ser,0.51
0,no es,liso,sof&aacute; ,masculine,texture,furniture,9,ser,0.48
0,no es,azul,sof&aacute; ,masculine,color,furniture,10,ser,0.5
0,no es,mexicano,ventilador,masculine,nationality,furniture,11,ser,0.54
0,es,marr&oacute;n,queso,masculine,color,food,12,ser,0.56
0,es,malo,tomate,masculine,quality,food,13,ser,0.59
0,est&aacute;,podrido,zanahoria,feminine,age,food,14,estar,0.61
0,es,redondo,televisi&oacute;n ,feminine,shape,furniture,15,ser,0.5
0,no es,amarillo,sof&aacute; ,masculine,color,furniture,16,ser,0.65
0,no es,corto,silla,feminine,size,furniture,17,ser,0.59
0,no es,bueno,pl&aacute;tano,masculine,quality,food,18,ser,0.67
0,no es,rojo,televisi&oacute;n ,feminine,color,furniture,19,ser,0.66
0,es,verde,televisi&oacute;n ,feminine,color,furniture,20,ser,0.62
0,es,enorme,silla,feminine,size,furniture,21,ser,0.64
0,no es,viejo,sof&aacute; ,masculine,age,furniture,22,ser,0.64
0,es,morado,tomate,masculine,color,food,23,ser,0.65
0,es,duro,silla,feminine,texture,furniture,24,ser,0.66
0,no es,largo,tomate,masculine,size,food,25,ser,0.56
0,no es,min&uacute;sculo,sof&aacute; ,masculine,size,furniture,26,ser,0.57
0,es,fresco,silla,feminine,age,furniture,27,ser,0.58
0,no es,cuadrado,manzana,feminine,shape,food,28,ser,0.58
1,no es,enorme,tomate,masculine,size,food,3,ser,0.9
1,no es,peque&ntilde;o,ventilador,masculine,size,furniture,4,ser,0.56
1,no es,viejo,queso,masculine,age,food,5,ser,0.45
1,es,min&uacute;sculo,tomate,masculine,size,food,6,ser,0.68
1,no es,espa&ntilde;ol,pl&aacute;tano,masculine,nationality,food,7,ser,0.72
1,no es,suave,pl&aacute;tano,masculine,texture,food,8,ser,0.67
1,es,americano,sof&aacute; ,masculine,nationality,furniture,9,ser,0.77
1,no es,marr&oacute;n,manzana,feminine,color,food,10,ser,0.67
1,no es,duro,zanahoria,feminine,texture,food,11,ser,0.67
1,es,mexicano,manzana,feminine,nationality,food,12,ser,0.66
1,es,morado,pl&aacute;tano,masculine,color,food,13,ser,0.22
1,no es,largo,tomate,masculine,size,food,14,ser,0.58
1,no es,malo,ventilador,masculine,quality,furniture,15,ser,0.28
1,es,verde,ventilador,masculine,color,furniture,16,ser,0.3
1,est&aacute;,podrido,tomate,masculine,age,food,17,estar,0.63
1,no es,nuevo,zanahoria,feminine,age,food,18,ser,0.58
1,es,cuadrado,televisi&oacute;n ,feminine,shape,furniture,19,ser,0.19
1,es,corto,tomate,masculine,size,food,20,ser,0.65
1,es,liso,ventilador,masculine,texture,furniture,21,ser,0.53
1,no es,fresco,televisi&oacute;n ,feminine,age,furniture,22,ser,0.78
1,no es,amarillo,ventilador,masculine,color,furniture,23,ser,0.23
1,no es,grande,tomate,masculine,size,food,24,ser,0.68
1,no es,bueno,tomate,masculine,quality,food,25,ser,0.84
1,es,rojo,zanahoria,feminine,color,food,26,ser,0.27
1,es,azul,tomate,masculine,color,food,27,ser,0.36
1,es,redondo,pl&aacute;tano,masculine,shape,food,28,ser,0.25
2,no es,peque&ntilde;o,zanahoria,feminine,size,food,3,ser,0.44
2,no es,malo,televisi&oacute;n ,feminine,quality,furniture,4,ser,1
2,es,liso,pl&aacute;tano,masculine,texture,food,5,ser,0
2,es,mexicano,escritorio,masculine,nationality,furniture,6,ser,1
2,es,verde,silla,feminine,color,furniture,7,ser,0
2,no es,duro,pl&aacute;tano,masculine,texture,food,8,ser,0
2,es,viejo,tomate,masculine,age,food,9,ser,0
2,no es,morado,pl&aacute;tano,masculine,color,food,10,ser,0
2,no es,espa&ntilde;ol,televisi&oacute;n ,feminine,nationality,furniture,11,ser,0
2,es,azul,ventilador,masculine,color,furniture,12,ser,0
2,es,marr&oacute;n,televisi&oacute;n ,feminine,color,furniture,13,ser,0
2,es,bueno,televisi&oacute;n ,feminine,quality,furniture,14,ser,1
2,est&aacute;,podrido,tomate,masculine,age,food,15,estar,0
2,es,fresco,televisi&oacute;n ,feminine,age,furniture,16,ser,0
2,no es,corto,ventilador,masculine,size,furniture,17,ser,0.67
2,es,min&uacute;sculo,queso,masculine,size,food,18,ser,0.56
2,no es,suave,tomate,masculine,texture,food,19,ser,0.81
2,es,nuevo,ventilador,masculine,age,furniture,20,ser,0.03
2,es,cuadrado,queso,masculine,shape,food,21,ser,0.76
2,es,largo,pl&aacute;tano,masculine,size,food,22,ser,0.69
2,no es,americano,silla,feminine,nationality,furniture,23,ser,0.56
2,es,amarillo,escritorio,masculine,color,furniture,24,ser,0.04
2,es,grande,queso,masculine,size,food,25,ser,0.64
2,es,rojo,televisi&oacute;n ,feminine,color,furniture,26,ser,0.04
2,es,redondo,zanahoria,feminine,shape,food,27,ser,0
2,no es,enorme,televisi&oacute;n ,feminine,size,furniture,28,ser,0.57
3,es,redondo,televisi&oacute;n ,feminine,shape,furniture,3,ser,0.06
3,no es,min&uacute;sculo,escritorio,masculine,size,furniture,4,ser,0.49
3,no es,nuevo,silla,feminine,age,furniture,5,ser,0.48
3,no es,amarillo,queso,masculine,color,food,6,ser,0.04
3,es,americano,queso,masculine,nationality,food,7,ser,0.51
3,no es,azul,manzana,feminine,color,food,8,ser,0
3,no es,malo,sof&aacute; ,masculine,quality,furniture,9,ser,0.96
3,es,enorme,queso,masculine,size,food,10,ser,0.91
3,no es,largo,manzana,feminine,size,food,11,ser,0.16
3,no es,suave,sof&aacute; ,masculine,texture,furniture,12,ser,0.9
3,es,morado,zanahoria,feminine,color,food,13,ser,0.07
3,es,marr&oacute;n,televisi&oacute;n ,feminine,color,furniture,14,ser,0.58
3,no es,duro,sof&aacute; ,masculine,texture,furniture,15,ser,0.72
3,no es,viejo,pl&aacute;tano,masculine,age,food,16,ser,0.75
3,es,mexicano,pl&aacute;tano,masculine,nationality,food,17,ser,0.03
3,no es,cuadrado,manzana,feminine,shape,food,18,ser,0.08
3,es,corto,escritorio,masculine,size,furniture,19,ser,0.99
3,no es,verde,zanahoria,feminine,color,food,20,ser,0.06
3,es,espa&ntilde;ol,zanahoria,feminine,nationality,food,21,ser,0.08
3,no es,bueno,escritorio,masculine,quality,furniture,22,ser,0.9
3,no es,grande,silla,feminine,size,furniture,23,ser,0.94
3,es,rojo,sof&aacute; ,masculine,color,furniture,24,ser,0.96
3,es,fresco,ventilador,masculine,age,furniture,25,ser,0.9
3,est&aacute;,podrido,pl&aacute;tano,masculine,age,food,26,estar,0.53
3,es,liso,manzana,feminine,texture,food,27,ser,0.94
3,no es,peque&ntilde;o,ventilador,masculine,size,furniture,28,ser,0.93
4,no es,peque&ntilde;o,sof&aacute; ,masculine,size,furniture,3,ser,0.75
4,es,americano,sof&aacute; ,masculine,nationality,furniture,4,ser,0.02
4,es,fresco,tomate,masculine,age,food,5,ser,0.08
4,es,amarillo,silla,feminine,color,furniture,6,ser,0.15
4,es,nuevo,pl&aacute;tano,masculine,age,food,7,ser,0.07
4,es,redondo,sof&aacute; ,masculine,shape,furniture,8,ser,0.09
4,no es,bueno,televisi&oacute;n ,feminine,quality,furniture,9,ser,0.84
4,es,morado,escritorio,masculine,color,furniture,10,ser,0.18
4,no es,viejo,ventilador,masculine,age,furniture,11,ser,0.22
4,es,liso,ventilador,masculine,texture,furniture,12,ser,0.29
4,no es,mexicano,tomate,masculine,nationality,food,13,ser,0.02
4,es,suave,zanahoria,feminine,texture,food,14,ser,0.72
4,es,malo,ventilador,masculine,quality,furniture,15,ser,0.32
4,es,marr&oacute;n,manzana,feminine,color,food,16,ser,0.2
4,es,grande,televisi&oacute;n ,feminine,size,furniture,17,ser,0.8
4,no es,corto,manzana,feminine,size,food,18,ser,0.05
4,es,enorme,ventilador,masculine,size,furniture,19,ser,0.78
4,no es,duro,manzana,feminine,texture,food,20,ser,0.72
4,est&aacute;,podrido,tomate,masculine,age,food,21,estar,0.1
4,es,min&uacute;sculo,escritorio,masculine,size,furniture,22,ser,0.29
4,no es,rojo,ventilador,masculine,color,furniture,23,ser,0.22
4,es,cuadrado,silla,feminine,shape,furniture,24,ser,0.02
4,es,azul,queso,masculine,color,food,25,ser,0.07
4,es,verde,sof&aacute; ,masculine,color,furniture,26,ser,0.12
4,es,largo,ventilador,masculine,size,furniture,27,ser,0.68
