workerid,firstutterance,predicate,noun,gender,class,nounclass,slide_number,copula,response
0,no es,malo,pl&aacute;tano,masculine,quality,food,3,ser,0.88
0,no es,liso,tomate,masculine,texture,food,4,ser,0.79
0,no es,amarillo,silla,feminine,color,furniture,5,ser,0.77
0,no es,fresco,escritorio,masculine,age,furniture,6,ser,0.81
0,no es,redondo,tomate,masculine,shape,food,7,ser,0.75
0,es,nuevo,escritorio,masculine,age,furniture,8,ser,0.65
0,es,enorme,sof&aacute; ,masculine,size,furniture,9,ser,0.68
0,no es,espa&ntilde;ol,televisi&oacute;n ,feminine,nationality,furniture,10,ser,0.72
0,no es,suave,sof&aacute; ,masculine,texture,furniture,11,ser,0.75
0,es,verde,silla,feminine,color,furniture,12,ser,0.69
0,es,rojo,manzana,feminine,color,food,13,ser,0.72
0,no es,marr&oacute;n,queso,masculine,color,food,14,ser,0.7
0,es,mexicano,sof&aacute; ,masculine,nationality,furniture,15,ser,0.68
0,es,cuadrado,silla,feminine,shape,furniture,16,ser,0.7
0,no es,morado,sof&aacute; ,masculine,color,furniture,17,ser,0.74
0,es,peque&ntilde;o,sof&aacute; ,masculine,size,furniture,18,ser,0.78
0,no es,duro,ventilador,masculine,texture,furniture,19,ser,0.74
0,no es,min&uacute;sculo,zanahoria,feminine,size,food,20,ser,0.77
0,es,americano,pl&aacute;tano,masculine,nationality,food,21,ser,0.73
0,no es,corto,ventilador,masculine,size,furniture,22,ser,0.73
0,es,viejo,televisi&oacute;n ,feminine,age,furniture,23,ser,0.67
0,no es,grande,ventilador,masculine,size,furniture,24,ser,0.77
0,es,largo,queso,masculine,size,food,25,ser,0.77
0,es,azul,manzana,feminine,color,food,26,ser,0.77
0,es,bueno,sof&aacute; ,masculine,quality,furniture,27,ser,0.77
0,est&aacute;,podrido,silla,feminine,age,furniture,28,estar,0.77
1,no es,liso,tomate,masculine,texture,food,3,ser,0.84
1,es,suave,zanahoria,feminine,texture,food,4,ser,0.82
1,es,nuevo,escritorio,masculine,age,furniture,5,ser,0.83
1,no es,amarillo,zanahoria,feminine,color,food,6,ser,0.73
1,no es,min&uacute;sculo,pl&aacute;tano,masculine,size,food,7,ser,0.69
1,no es,verde,pl&aacute;tano,masculine,color,food,8,ser,0.71
1,es,grande,zanahoria,feminine,size,food,9,ser,0.52
1,no es,morado,zanahoria,feminine,color,food,10,ser,0.78
1,no es,azul,televisi&oacute;n ,feminine,color,furniture,11,ser,0.62
1,es,rojo,silla,feminine,color,furniture,12,ser,0.58
1,es,largo,escritorio,masculine,size,furniture,13,ser,0.55
1,es,marr&oacute;n,queso,masculine,color,food,14,ser,0.78
1,no es,mexicano,manzana,feminine,nationality,food,15,ser,0.83
1,no es,peque&ntilde;o,zanahoria,feminine,size,food,16,ser,0.53
1,no est&aacute;,podrido,tomate,masculine,age,food,17,estar,0.58
1,no es,viejo,ventilador,masculine,age,furniture,18,ser,0.76
1,es,malo,ventilador,masculine,quality,furniture,19,ser,0.66
1,no es,duro,zanahoria,feminine,texture,food,20,ser,0.8
1,es,fresco,sof&aacute; ,masculine,age,furniture,21,ser,0.73
1,no es,bueno,televisi&oacute;n ,feminine,quality,furniture,22,ser,0.57
1,no es,espa&ntilde;ol,televisi&oacute;n ,feminine,nationality,furniture,23,ser,0.48
1,es,americano,escritorio,masculine,nationality,furniture,24,ser,0.31
1,es,cuadrado,televisi&oacute;n ,feminine,shape,furniture,25,ser,0.77
1,no es,corto,escritorio,masculine,size,furniture,26,ser,0.78
1,no es,redondo,escritorio,masculine,shape,furniture,27,ser,0.83
1,no es,enorme,zanahoria,feminine,size,food,28,ser,0.86
2,no es,suave,escritorio,masculine,texture,furniture,3,ser,0.71
2,no es,fresco,sof&aacute; ,masculine,age,furniture,4,ser,0.76
2,es,verde,queso,masculine,color,food,5,ser,0.8
2,es,peque&ntilde;o,pl&aacute;tano,masculine,size,food,6,ser,0.92
2,es,marr&oacute;n,tomate,masculine,color,food,7,ser,0.61
2,es,amarillo,manzana,feminine,color,food,8,ser,0.67
2,es,enorme,queso,masculine,size,food,9,ser,0.54
2,es,malo,sof&aacute; ,masculine,quality,furniture,10,ser,0.6
2,no es,grande,televisi&oacute;n ,feminine,size,furniture,11,ser,0.49
2,es,duro,televisi&oacute;n ,feminine,texture,furniture,12,ser,0.69
2,es,largo,tomate,masculine,size,food,13,ser,0.53
2,es,espa&ntilde;ol,tomate,masculine,nationality,food,14,ser,0.63
2,es,redondo,manzana,feminine,shape,food,15,ser,0.62
2,es,rojo,televisi&oacute;n ,feminine,color,furniture,16,ser,0.77
2,es,mexicano,televisi&oacute;n ,feminine,nationality,furniture,17,ser,0.72
2,no es,corto,zanahoria,feminine,size,food,18,ser,0.86
2,es,morado,sof&aacute; ,masculine,color,furniture,19,ser,0.62
2,es,bueno,tomate,masculine,quality,food,20,ser,0.79
2,no es,min&uacute;sculo,manzana,feminine,size,food,21,ser,0.58
2,no es,nuevo,silla,feminine,age,furniture,22,ser,0.82
2,no es,viejo,tomate,masculine,age,food,23,ser,0.49
2,no es,azul,ventilador,masculine,color,furniture,24,ser,0.77
2,es,liso,zanahoria,feminine,texture,food,25,ser,0.49
2,no es,americano,silla,feminine,nationality,furniture,26,ser,0.74
2,no est&aacute;,podrido,manzana,feminine,age,food,27,estar,0.27
2,es,cuadrado,zanahoria,feminine,shape,food,28,ser,0.72
3,no es,min&uacute;sculo,zanahoria,feminine,size,food,3,ser,0.81
3,es,bueno,pl&aacute;tano,masculine,quality,food,4,ser,0.63
3,es,grande,televisi&oacute;n ,feminine,size,furniture,5,ser,0.48
3,es,largo,escritorio,masculine,size,furniture,6,ser,0.76
3,es,azul,silla,feminine,color,furniture,7,ser,0.37
3,no es,duro,queso,masculine,texture,food,8,ser,0.8
3,es,fresco,manzana,feminine,age,food,9,ser,0.64
3,no es,americano,silla,feminine,nationality,furniture,10,ser,0.82
3,es,marr&oacute;n,pl&aacute;tano,masculine,color,food,11,ser,0.56
3,es,corto,zanahoria,feminine,size,food,12,ser,0.79
3,no es,peque&ntilde;o,manzana,feminine,size,food,13,ser,0.27
3,es,cuadrado,manzana,feminine,shape,food,14,ser,0.68
3,est&aacute;,podrido,sof&aacute; ,masculine,age,furniture,15,estar,0.44
3,es,viejo,queso,masculine,age,food,16,ser,0.68
3,es,nuevo,pl&aacute;tano,masculine,age,food,17,ser,0.41
3,es,rojo,tomate,masculine,color,food,18,ser,0.64
3,es,morado,televisi&oacute;n ,feminine,color,furniture,19,ser,0.45
3,no es,suave,sof&aacute; ,masculine,texture,furniture,20,ser,0.65
3,es,enorme,sof&aacute; ,masculine,size,furniture,21,ser,0.34
3,no es,espa&ntilde;ol,tomate,masculine,nationality,food,22,ser,0.75
3,es,verde,televisi&oacute;n ,feminine,color,furniture,23,ser,0.59
