workerid,firstutterance,predicate,noun,gender,class,nounclass,slide_number,copula,response
0,es,rojo,zanahoria,feminine,color,food,3,ser,0.6
0,no es,enorme,zanahoria,feminine,size,food,4,ser,0.74
0,est&aacute;,podrido,zanahoria,feminine,age,food,5,estar,0.79
0,no es,peque&ntilde;o,sof&aacute; ,masculine,size,furniture,6,ser,0.79
0,es,azul,manzana,feminine,color,food,7,ser,0.8
0,es,viejo,zanahoria,feminine,age,food,8,ser,0.77
0,es,largo,queso,masculine,size,food,9,ser,0.69
0,es,morado,silla,feminine,color,furniture,10,ser,0.75
0,no es,cuadrado,zanahoria,feminine,shape,food,11,ser,0.74
0,no es,fresco,televisi&oacute;n ,feminine,age,furniture,12,ser,0.78
0,no es,malo,sof&aacute; ,masculine,quality,furniture,13,ser,0.77
0,es,nuevo,silla,feminine,age,furniture,14,ser,0.62
0,es,grande,ventilador,masculine,size,furniture,15,ser,0.67
0,es,corto,escritorio,masculine,size,furniture,16,ser,0.67
0,no es,mexicano,sof&aacute; ,masculine,nationality,furniture,17,ser,0.63
0,no es,liso,televisi&oacute;n ,feminine,texture,furniture,18,ser,0.71
0,no es,bueno,queso,masculine,quality,food,19,ser,0.73
0,es,americano,sof&aacute; ,masculine,nationality,furniture,20,ser,0.74
0,no es,redondo,silla,feminine,shape,furniture,21,ser,0.58
0,no es,marr&oacute;n,escritorio,masculine,color,furniture,22,ser,0.73
0,no es,verde,televisi&oacute;n ,feminine,color,furniture,23,ser,0.55
0,es,amarillo,ventilador,masculine,color,furniture,24,ser,0.71
0,no es,min&uacute;sculo,manzana,feminine,size,food,25,ser,0.71
0,no es,espa&ntilde;ol,ventilador,masculine,nationality,furniture,26,ser,0.71
0,es,duro,escritorio,masculine,texture,furniture,27,ser,0.58
0,es,suave,televisi&oacute;n ,feminine,texture,furniture,28,ser,0.72
1,es,corto,escritorio,masculine,size,furniture,3,ser,0.21
1,es,cuadrado,zanahoria,feminine,shape,food,4,ser,0.05
1,es,americano,silla,feminine,nationality,furniture,5,ser,0.04
1,no es,malo,silla,feminine,quality,furniture,6,ser,0.83
1,no es,viejo,escritorio,masculine,age,furniture,7,ser,0.48
1,es,suave,queso,masculine,texture,food,8,ser,0.77
1,no es,peque&ntilde;o,queso,masculine,size,food,9,ser,0.43
1,es,fresco,queso,masculine,age,food,10,ser,0.82
1,es,marr&oacute;n,tomate,masculine,color,food,11,ser,0.01
1,no es,bueno,escritorio,masculine,quality,furniture,12,ser,0.82
1,es,mexicano,escritorio,masculine,nationality,furniture,13,ser,0.08
1,es,min&uacute;sculo,manzana,feminine,size,food,14,ser,0.1
1,es,morado,sof&aacute; ,masculine,color,furniture,15,ser,0.04
1,no es,duro,sof&aacute; ,masculine,texture,furniture,16,ser,0.82
1,no es,rojo,sof&aacute; ,masculine,color,furniture,17,ser,0.04
1,es,redondo,zanahoria,feminine,shape,food,18,ser,0.04
1,es,nuevo,televisi&oacute;n ,feminine,age,furniture,19,ser,0.45
1,no es,azul,televisi&oacute;n ,feminine,color,furniture,20,ser,0.05
1,est&aacute;,podrido,pl&aacute;tano,masculine,age,food,21,estar,0.43
1,no es,verde,queso,masculine,color,food,22,ser,0.12
1,no es,espa&ntilde;ol,queso,masculine,nationality,food,23,ser,0.03
1,no es,liso,sof&aacute; ,masculine,texture,furniture,24,ser,0.16
1,no es,enorme,silla,feminine,size,furniture,25,ser,0.96
1,no es,largo,zanahoria,feminine,size,food,26,ser,0.86
1,es,amarillo,ventilador,masculine,color,furniture,27,ser,0.01
1,no es,grande,sof&aacute; ,masculine,size,furniture,28,ser,0.88
2,no es,min&uacute;sculo,manzana,feminine,size,food,3,ser,0.03
2,es,peque&ntilde;o,sof&aacute; ,masculine,size,furniture,4,ser,0.73
2,es,liso,escritorio,masculine,texture,furniture,5,ser,0.07
2,no es,rojo,escritorio,masculine,color,furniture,6,ser,0.85
2,es,suave,escritorio,masculine,texture,furniture,7,ser,0
2,no es,verde,silla,feminine,color,furniture,8,ser,0.84
2,no es,morado,escritorio,masculine,color,furniture,9,ser,0.85
2,no es,marr&oacute;n,televisi&oacute;n ,feminine,color,furniture,10,ser,0.81
2,es,mexicano,queso,masculine,nationality,food,11,ser,0.03
2,es,malo,manzana,feminine,quality,food,12,ser,0.66
2,no es,azul,escritorio,masculine,color,furniture,13,ser,0.83
2,est&aacute;,podrido,sof&aacute; ,masculine,age,furniture,14,estar,0.09
2,es,americano,escritorio,masculine,nationality,furniture,15,ser,0.06
2,es,bueno,pl&aacute;tano,masculine,quality,food,16,ser,0.74
2,no es,corto,escritorio,masculine,size,furniture,17,ser,0.05
2,es,duro,ventilador,masculine,texture,furniture,18,ser,0.02
2,es,nuevo,tomate,masculine,age,food,19,ser,0.73
2,no es,grande,tomate,masculine,size,food,20,ser,0.59
2,no es,redondo,queso,masculine,shape,food,21,ser,0.01
2,es,amarillo,silla,feminine,color,furniture,22,ser,0.82
2,es,espa&ntilde;ol,zanahoria,feminine,nationality,food,23,ser,0.01
2,es,viejo,silla,feminine,age,furniture,24,ser,0.74
2,no es,fresco,sof&aacute; ,masculine,age,furniture,25,ser,0.02
2,es,largo,ventilador,masculine,size,furniture,26,ser,0.18
2,no es,cuadrado,sof&aacute; ,masculine,shape,furniture,27,ser,0.02
2,no es,enorme,televisi&oacute;n ,feminine,size,furniture,28,ser,0.12
3,no es,mexicano,manzana,feminine,nationality,food,3,ser,0.09
3,no es,morado,silla,feminine,color,furniture,4,ser,0.61
3,no es,rojo,silla,feminine,color,furniture,5,ser,0.72
3,no es,liso,tomate,masculine,texture,food,6,ser,0.72
3,no es,redondo,silla,feminine,shape,furniture,7,ser,0.67
3,es,nuevo,queso,masculine,age,food,8,ser,0.73
3,es,enorme,silla,feminine,size,furniture,9,ser,0.7
3,no es,viejo,tomate,masculine,age,food,10,ser,0.75
3,no es,cuadrado,queso,masculine,shape,food,11,ser,0.76
3,no es,corto,ventilador,masculine,size,furniture,12,ser,0.66
3,es,grande,zanahoria,feminine,size,food,13,ser,0.71
3,no es,amarillo,pl&aacute;tano,masculine,color,food,14,ser,0.7
3,no es,duro,pl&aacute;tano,masculine,texture,food,15,ser,0.61
3,es,verde,queso,masculine,color,food,16,ser,0.08
3,es,peque&ntilde;o,escritorio,masculine,size,furniture,17,ser,0.62
3,es,americano,sof&aacute; ,masculine,nationality,furniture,18,ser,0.05
3,no es,bueno,sof&aacute; ,masculine,quality,furniture,19,ser,0.71
3,no es,espa&ntilde;ol,zanahoria,feminine,nationality,food,20,ser,0.08
3,es,largo,pl&aacute;tano,masculine,size,food,21,ser,0.77
3,no est&aacute;,podrido,sof&aacute; ,masculine,age,furniture,22,estar,0.75
3,es,min&uacute;sculo,silla,feminine,size,furniture,23,ser,0.58
3,no es,fresco,escritorio,masculine,age,furniture,24,ser,0.61
3,no es,suave,escritorio,masculine,texture,furniture,25,ser,0.88
3,es,malo,manzana,feminine,quality,food,26,ser,0.79
3,no es,marr&oacute;n,pl&aacute;tano,masculine,color,food,27,ser,0
3,no es,azul,queso,masculine,color,food,28,ser,0.07
4,es,duro,zanahoria,feminine,texture,food,3,ser,1
