workerid,firstutterance,predicate,noun,gender,class,nounclass,slide_number,copula,response
0,es,mexicano,televisi&oacute;n ,feminine,nationality,furniture,3,ser,0.71
0,no es,verde,manzana,feminine,color,food,4,ser,0.88
0,no es,fresco,pl&aacute;tano,masculine,age,food,5,ser,0.9
0,no es,bueno,tomate,masculine,quality,food,6,ser,0.93
0,no es,corto,ventilador,masculine,size,furniture,7,ser,0.82
0,es,suave,pl&aacute;tano,masculine,texture,food,8,ser,0.91
0,es,duro,sof&aacute; ,masculine,texture,furniture,9,ser,0.86
0,no es,min&uacute;sculo,zanahoria,feminine,size,food,10,ser,0.88
0,es,americano,manzana,feminine,nationality,food,11,ser,0.9
0,es,peque&ntilde;o,zanahoria,feminine,size,food,12,ser,0.85
0,no es,largo,televisi&oacute;n ,feminine,size,furniture,13,ser,0.86
0,es,enorme,tomate,masculine,size,food,14,ser,0.9
0,no es,malo,tomate,masculine,quality,food,15,ser,0.84
0,no es,cuadrado,escritorio,masculine,shape,furniture,16,ser,0.86
0,no es,grande,manzana,feminine,size,food,17,ser,0.85
0,no es,morado,silla,feminine,color,furniture,18,ser,0.86
0,es,azul,televisi&oacute;n ,feminine,color,furniture,19,ser,0.85
0,no es,redondo,televisi&oacute;n ,feminine,shape,furniture,20,ser,0.8
0,es,liso,sof&aacute; ,masculine,texture,furniture,21,ser,0.81
0,no es,nuevo,queso,masculine,age,food,22,ser,0.86
0,no est&aacute;,podrido,televisi&oacute;n ,feminine,age,furniture,23,estar,0.86
0,es,espa&ntilde;ol,queso,masculine,nationality,food,24,ser,0.89
0,es,marr&oacute;n,escritorio,masculine,color,furniture,25,ser,0.79
0,no es,amarillo,pl&aacute;tano,masculine,color,food,26,ser,0.89
0,es,viejo,sof&aacute; ,masculine,age,furniture,27,ser,0.88
0,es,rojo,manzana,feminine,color,food,28,ser,0.86
1,no es,fresco,sof&aacute; ,masculine,age,furniture,3,ser,0.54
1,es,largo,queso,masculine,size,food,4,ser,0.49
1,no es,rojo,pl&aacute;tano,masculine,color,food,5,ser,0.96
1,es,amarillo,silla,feminine,color,furniture,6,ser,0.53
1,no es,malo,zanahoria,feminine,quality,food,7,ser,0.49
1,no es,marr&oacute;n,televisi&oacute;n ,feminine,color,furniture,8,ser,0.47
1,no es,azul,pl&aacute;tano,masculine,color,food,9,ser,0.4
1,es,suave,televisi&oacute;n ,feminine,texture,furniture,10,ser,0.93
1,es,verde,sof&aacute; ,masculine,color,furniture,11,ser,0.52
1,es,corto,escritorio,masculine,size,furniture,12,ser,0.47
1,es,nuevo,zanahoria,feminine,age,food,13,ser,0.48
1,es,duro,zanahoria,feminine,texture,food,14,ser,0.54
1,no es,americano,pl&aacute;tano,masculine,nationality,food,15,ser,0.5
1,es,mexicano,manzana,feminine,nationality,food,16,ser,0.53
1,es,enorme,silla,feminine,size,furniture,17,ser,0.47
1,no es,peque&ntilde;o,silla,feminine,size,furniture,18,ser,0.55
1,es,cuadrado,manzana,feminine,shape,food,19,ser,0.51
1,es,redondo,queso,masculine,shape,food,20,ser,0.52
1,es,bueno,manzana,feminine,quality,food,21,ser,0.52
1,no es,grande,queso,masculine,size,food,22,ser,0.49
1,no es,espa&ntilde;ol,tomate,masculine,nationality,food,23,ser,0.5
1,es,liso,silla,feminine,texture,furniture,24,ser,0.5
1,no es,viejo,ventilador,masculine,age,furniture,25,ser,0.5
1,es,min&uacute;sculo,pl&aacute;tano,masculine,size,food,26,ser,0.59
1,es,morado,silla,feminine,color,furniture,27,ser,0.54
1,no est&aacute;,podrido,ventilador,masculine,age,furniture,28,estar,0.5
2,no es,amarillo,manzana,feminine,color,food,3,ser,0.45
2,no es,marr&oacute;n,escritorio,masculine,color,furniture,4,ser,1
2,es,verde,televisi&oacute;n ,feminine,color,furniture,5,ser,0.19
2,es,cuadrado,tomate,masculine,shape,food,6,ser,0
2,es,redondo,sof&aacute; ,masculine,shape,furniture,7,ser,0.25
2,es,largo,tomate,masculine,size,food,8,ser,0.22
2,es,liso,sof&aacute; ,masculine,texture,furniture,9,ser,0.51
2,es,bueno,ventilador,masculine,quality,furniture,10,ser,0.34
2,no es,rojo,queso,masculine,color,food,11,ser,0
2,es,corto,tomate,masculine,size,food,12,ser,0.28
2,no es,espa&ntilde;ol,escritorio,masculine,nationality,furniture,13,ser,0
2,es,suave,zanahoria,feminine,texture,food,14,ser,0.67
2,es,grande,tomate,masculine,size,food,15,ser,0.51
2,es,mexicano,queso,masculine,nationality,food,16,ser,0.07
2,no es,americano,ventilador,masculine,nationality,furniture,17,ser,0.13
2,no es,fresco,tomate,masculine,age,food,18,ser,0.07
2,no es,malo,televisi&oacute;n ,feminine,quality,furniture,19,ser,0.52
2,no es,nuevo,televisi&oacute;n ,feminine,age,furniture,20,ser,0.57
2,no es,min&uacute;sculo,zanahoria,feminine,size,food,21,ser,0.08
2,no es,enorme,silla,feminine,size,furniture,22,ser,0.15
2,no es,viejo,ventilador,masculine,age,furniture,23,ser,0.25
2,no es,azul,manzana,feminine,color,food,24,ser,0
2,no es,morado,pl&aacute;tano,masculine,color,food,25,ser,0.06
2,es,duro,escritorio,masculine,texture,furniture,26,ser,0.37
2,no est&aacute;,podrido,queso,masculine,age,food,27,estar,0.46
2,no es,peque&ntilde;o,televisi&oacute;n ,feminine,size,furniture,28,ser,0.26
3,no es,redondo,tomate,masculine,shape,food,3,ser,0.97
3,es,rojo,ventilador,masculine,color,furniture,4,ser,1
3,no es,mexicano,silla,feminine,nationality,furniture,5,ser,0.05
3,es,cuadrado,tomate,masculine,shape,food,6,ser,0.05
3,no es,nuevo,pl&aacute;tano,masculine,age,food,7,ser,0.99
3,no es,grande,silla,feminine,size,furniture,8,ser,0.01
3,es,verde,escritorio,masculine,color,furniture,9,ser,0.04
3,no es,corto,queso,masculine,size,food,10,ser,0.02
3,es,duro,manzana,feminine,texture,food,11,ser,0.05
3,es,espa&ntilde;ol,escritorio,masculine,nationality,furniture,12,ser,0.01
3,es,marr&oacute;n,ventilador,masculine,color,furniture,13,ser,0.07
3,no es,americano,escritorio,masculine,nationality,furniture,14,ser,0.02
3,no es,malo,ventilador,masculine,quality,furniture,15,ser,0.94
3,no es,min&uacute;sculo,zanahoria,feminine,size,food,16,ser,0.01
3,no es,morado,ventilador,masculine,color,furniture,17,ser,0.04
3,no es,fresco,televisi&oacute;n ,feminine,age,furniture,18,ser,0.03
3,es,enorme,escritorio,masculine,size,furniture,19,ser,0.04
3,es,bueno,sof&aacute; ,masculine,quality,furniture,20,ser,0.94
