workerid,firstutterance,predicate,noun,gender,class,nounclass,slide_number,copula,response,school,lived,family,language,level,enjoyment,gender,age,describe,comments,years,assess,classes,college,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.time_in_minutes
0,es,mexicano,televisi&oacute;n ,feminine,nationality,furniture,3,ser,0.71,mid,over8,span,YES,advanced,1,Female,COMPUTER SCIENCE,L2,YEAH THIS IS A GOOD SURVEY,shortlive,Yes,yes,midsem,3,Windows,768,1366,Chrome,366FYU4PTGKMQ0MCYD61PNAPZAKEKV,3WDXCWYEATM9BC63ALN0GQVISKAYJJ,Descripciones de objetos,"Verá 26 diálogos cortos. En cada diálogo, los hablantes no están de acuerdo sobre un objeto. Determine si un hablante está equivocado o si los dos pueden tener razón.",español idioma investigaciones ciencia cognitiva universidad,$0.40,Tue May 22 08:54:47 PDT 2018,9,2,0,4,Assignable,NotReviewed,1 cond,1800,60000,Thu Jun 21 08:54:47 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=366FYU4PTGKMQ0MCYD61PNAPZAKEKV,3NL0RFNU0GJ7LINC09ZQ5KUMG494KD,0,Approved,Wed May 23 01:41:37 PDT 2018,Tue May 22 08:56:33 PDT 2018,Tue May 22 09:01:37 PDT 2018,Wed May 23 01:41:53 PDT 2018,,,,,[],3.9855666666666667
0,no es,verde,manzana,feminine,color,food,4,ser,0.88,mid,over8,span,YES,advanced,1,Female,COMPUTER SCIENCE,L2,YEAH THIS IS A GOOD SURVEY,shortlive,Yes,yes,midsem,3,Windows,768,1366,Chrome,366FYU4PTGKMQ0MCYD61PNAPZAKEKV,3WDXCWYEATM9BC63ALN0GQVISKAYJJ,Descripciones de objetos,"Verá 26 diálogos cortos. En cada diálogo, los hablantes no están de acuerdo sobre un objeto. Determine si un hablante está equivocado o si los dos pueden tener razón.",español idioma investigaciones ciencia cognitiva universidad,$0.40,Tue May 22 08:54:47 PDT 2018,9,2,0,4,Assignable,NotReviewed,1 cond,1800,60000,Thu Jun 21 08:54:47 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=366FYU4PTGKMQ0MCYD61PNAPZAKEKV,3NL0RFNU0GJ7LINC09ZQ5KUMG494KD,0,Approved,Wed May 23 01:41:37 PDT 2018,Tue May 22 08:56:33 PDT 2018,Tue May 22 09:01:37 PDT 2018,Wed May 23 01:41:53 PDT 2018,,,,,[],3.9855666666666667
0,no es,fresco,pl&aacute;tano,masculine,age,food,5,ser,0.9,mid,over8,span,YES,advanced,1,Female,COMPUTER SCIENCE,L2,YEAH THIS IS A GOOD SURVEY,shortlive,Yes,yes,midsem,3,Windows,768,1366,Chrome,366FYU4PTGKMQ0MCYD61PNAPZAKEKV,3WDXCWYEATM9BC63ALN0GQVISKAYJJ,Descripciones de objetos,"Verá 26 diálogos cortos. En cada diálogo, los hablantes no están de acuerdo sobre un objeto. Determine si un hablante está equivocado o si los dos pueden tener razón.",español idioma investigaciones ciencia cognitiva universidad,$0.40,Tue May 22 08:54:47 PDT 2018,9,2,0,4,Assignable,NotReviewed,1 cond,1800,60000,Thu Jun 21 08:54:47 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=366FYU4PTGKMQ0MCYD61PNAPZAKEKV,3NL0RFNU0GJ7LINC09ZQ5KUMG494KD,0,Approved,Wed May 23 01:41:37 PDT 2018,Tue May 22 08:56:33 PDT 2018,Tue May 22 09:01:37 PDT 2018,Wed May 23 01:41:53 PDT 2018,,,,,[],3.9855666666666667
0,no es,bueno,tomate,masculine,quality,food,6,ser,0.93,mid,over8,span,YES,advanced,1,Female,COMPUTER SCIENCE,L2,YEAH THIS IS A GOOD SURVEY,shortlive,Yes,yes,midsem,3,Windows,768,1366,Chrome,366FYU4PTGKMQ0MCYD61PNAPZAKEKV,3WDXCWYEATM9BC63ALN0GQVISKAYJJ,Descripciones de objetos,"Verá 26 diálogos cortos. En cada diálogo, los hablantes no están de acuerdo sobre un objeto. Determine si un hablante está equivocado o si los dos pueden tener razón.",español idioma investigaciones ciencia cognitiva universidad,$0.40,Tue May 22 08:54:47 PDT 2018,9,2,0,4,Assignable,NotReviewed,1 cond,1800,60000,Thu Jun 21 08:54:47 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=366FYU4PTGKMQ0MCYD61PNAPZAKEKV,3NL0RFNU0GJ7LINC09ZQ5KUMG494KD,0,Approved,Wed May 23 01:41:37 PDT 2018,Tue May 22 08:56:33 PDT 2018,Tue May 22 09:01:37 PDT 2018,Wed May 23 01:41:53 PDT 2018,,,,,[],3.9855666666666667
0,no es,corto,ventilador,masculine,size,furniture,7,ser,0.82,mid,over8,span,YES,advanced,1,Female,COMPUTER SCIENCE,L2,YEAH THIS IS A GOOD SURVEY,shortlive,Yes,yes,midsem,3,Windows,768,1366,Chrome,366FYU4PTGKMQ0MCYD61PNAPZAKEKV,3WDXCWYEATM9BC63ALN0GQVISKAYJJ,Descripciones de objetos,"Verá 26 diálogos cortos. En cada diálogo, los hablantes no están de acuerdo sobre un objeto. Determine si un hablante está equivocado o si los dos pueden tener razón.",español idioma investigaciones ciencia cognitiva universidad,$0.40,Tue May 22 08:54:47 PDT 2018,9,2,0,4,Assignable,NotReviewed,1 cond,1800,60000,Thu Jun 21 08:54:47 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=366FYU4PTGKMQ0MCYD61PNAPZAKEKV,3NL0RFNU0GJ7LINC09ZQ5KUMG494KD,0,Approved,Wed May 23 01:41:37 PDT 2018,Tue May 22 08:56:33 PDT 2018,Tue May 22 09:01:37 PDT 2018,Wed May 23 01:41:53 PDT 2018,,,,,[],3.9855666666666667
0,es,suave,pl&aacute;tano,masculine,texture,food,8,ser,0.91,mid,over8,span,YES,advanced,1,Female,COMPUTER SCIENCE,L2,YEAH THIS IS A GOOD SURVEY,shortlive,Yes,yes,midsem,3,Windows,768,1366,Chrome,366FYU4PTGKMQ0MCYD61PNAPZAKEKV,3WDXCWYEATM9BC63ALN0GQVISKAYJJ,Descripciones de objetos,"Verá 26 diálogos cortos. En cada diálogo, los hablantes no están de acuerdo sobre un objeto. Determine si un hablante está equivocado o si los dos pueden tener razón.",español idioma investigaciones ciencia cognitiva universidad,$0.40,Tue May 22 08:54:47 PDT 2018,9,2,0,4,Assignable,NotReviewed,1 cond,1800,60000,Thu Jun 21 08:54:47 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=366FYU4PTGKMQ0MCYD61PNAPZAKEKV,3NL0RFNU0GJ7LINC09ZQ5KUMG494KD,0,Approved,Wed May 23 01:41:37 PDT 2018,Tue May 22 08:56:33 PDT 2018,Tue May 22 09:01:37 PDT 2018,Wed May 23 01:41:53 PDT 2018,,,,,[],3.9855666666666667
0,es,duro,sof&aacute; ,masculine,texture,furniture,9,ser,0.86,mid,over8,span,YES,advanced,1,Female,COMPUTER SCIENCE,L2,YEAH THIS IS A GOOD SURVEY,shortlive,Yes,yes,midsem,3,Windows,768,1366,Chrome,366FYU4PTGKMQ0MCYD61PNAPZAKEKV,3WDXCWYEATM9BC63ALN0GQVISKAYJJ,Descripciones de objetos,"Verá 26 diálogos cortos. En cada diálogo, los hablantes no están de acuerdo sobre un objeto. Determine si un hablante está equivocado o si los dos pueden tener razón.",español idioma investigaciones ciencia cognitiva universidad,$0.40,Tue May 22 08:54:47 PDT 2018,9,2,0,4,Assignable,NotReviewed,1 cond,1800,60000,Thu Jun 21 08:54:47 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=366FYU4PTGKMQ0MCYD61PNAPZAKEKV,3NL0RFNU0GJ7LINC09ZQ5KUMG494KD,0,Approved,Wed May 23 01:41:37 PDT 2018,Tue May 22 08:56:33 PDT 2018,Tue May 22 09:01:37 PDT 2018,Wed May 23 01:41:53 PDT 2018,,,,,[],3.9855666666666667
0,no es,min&uacute;sculo,zanahoria,feminine,size,food,10,ser,0.88,mid,over8,span,YES,advanced,1,Female,COMPUTER SCIENCE,L2,YEAH THIS IS A GOOD SURVEY,shortlive,Yes,yes,midsem,3,Windows,768,1366,Chrome,366FYU4PTGKMQ0MCYD61PNAPZAKEKV,3WDXCWYEATM9BC63ALN0GQVISKAYJJ,Descripciones de objetos,"Verá 26 diálogos cortos. En cada diálogo, los hablantes no están de acuerdo sobre un objeto. Determine si un hablante está equivocado o si los dos pueden tener razón.",español idioma investigaciones ciencia cognitiva universidad,$0.40,Tue May 22 08:54:47 PDT 2018,9,2,0,4,Assignable,NotReviewed,1 cond,1800,60000,Thu Jun 21 08:54:47 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=366FYU4PTGKMQ0MCYD61PNAPZAKEKV,3NL0RFNU0GJ7LINC09ZQ5KUMG494KD,0,Approved,Wed May 23 01:41:37 PDT 2018,Tue May 22 08:56:33 PDT 2018,Tue May 22 09:01:37 PDT 2018,Wed May 23 01:41:53 PDT 2018,,,,,[],3.9855666666666667
0,es,americano,manzana,feminine,nationality,food,11,ser,0.9,mid,over8,span,YES,advanced,1,Female,COMPUTER SCIENCE,L2,YEAH THIS IS A GOOD SURVEY,shortlive,Yes,yes,midsem,3,Windows,768,1366,Chrome,366FYU4PTGKMQ0MCYD61PNAPZAKEKV,3WDXCWYEATM9BC63ALN0GQVISKAYJJ,Descripciones de objetos,"Verá 26 diálogos cortos. En cada diálogo, los hablantes no están de acuerdo sobre un objeto. Determine si un hablante está equivocado o si los dos pueden tener razón.",español idioma investigaciones ciencia cognitiva universidad,$0.40,Tue May 22 08:54:47 PDT 2018,9,2,0,4,Assignable,NotReviewed,1 cond,1800,60000,Thu Jun 21 08:54:47 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=366FYU4PTGKMQ0MCYD61PNAPZAKEKV,3NL0RFNU0GJ7LINC09ZQ5KUMG494KD,0,Approved,Wed May 23 01:41:37 PDT 2018,Tue May 22 08:56:33 PDT 2018,Tue May 22 09:01:37 PDT 2018,Wed May 23 01:41:53 PDT 2018,,,,,[],3.9855666666666667
0,es,peque&ntilde;o,zanahoria,feminine,size,food,12,ser,0.85,mid,over8,span,YES,advanced,1,Female,COMPUTER SCIENCE,L2,YEAH THIS IS A GOOD SURVEY,shortlive,Yes,yes,midsem,3,Windows,768,1366,Chrome,366FYU4PTGKMQ0MCYD61PNAPZAKEKV,3WDXCWYEATM9BC63ALN0GQVISKAYJJ,Descripciones de objetos,"Verá 26 diálogos cortos. En cada diálogo, los hablantes no están de acuerdo sobre un objeto. Determine si un hablante está equivocado o si los dos pueden tener razón.",español idioma investigaciones ciencia cognitiva universidad,$0.40,Tue May 22 08:54:47 PDT 2018,9,2,0,4,Assignable,NotReviewed,1 cond,1800,60000,Thu Jun 21 08:54:47 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=366FYU4PTGKMQ0MCYD61PNAPZAKEKV,3NL0RFNU0GJ7LINC09ZQ5KUMG494KD,0,Approved,Wed May 23 01:41:37 PDT 2018,Tue May 22 08:56:33 PDT 2018,Tue May 22 09:01:37 PDT 2018,Wed May 23 01:41:53 PDT 2018,,,,,[],3.9855666666666667
0,no es,largo,televisi&oacute;n ,feminine,size,furniture,13,ser,0.86,mid,over8,span,YES,advanced,1,Female,COMPUTER SCIENCE,L2,YEAH THIS IS A GOOD SURVEY,shortlive,Yes,yes,midsem,3,Windows,768,1366,Chrome,366FYU4PTGKMQ0MCYD61PNAPZAKEKV,3WDXCWYEATM9BC63ALN0GQVISKAYJJ,Descripciones de objetos,"Verá 26 diálogos cortos. En cada diálogo, los hablantes no están de acuerdo sobre un objeto. Determine si un hablante está equivocado o si los dos pueden tener razón.",español idioma investigaciones ciencia cognitiva universidad,$0.40,Tue May 22 08:54:47 PDT 2018,9,2,0,4,Assignable,NotReviewed,1 cond,1800,60000,Thu Jun 21 08:54:47 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=366FYU4PTGKMQ0MCYD61PNAPZAKEKV,3NL0RFNU0GJ7LINC09ZQ5KUMG494KD,0,Approved,Wed May 23 01:41:37 PDT 2018,Tue May 22 08:56:33 PDT 2018,Tue May 22 09:01:37 PDT 2018,Wed May 23 01:41:53 PDT 2018,,,,,[],3.9855666666666667
0,es,enorme,tomate,masculine,size,food,14,ser,0.9,mid,over8,span,YES,advanced,1,Female,COMPUTER SCIENCE,L2,YEAH THIS IS A GOOD SURVEY,shortlive,Yes,yes,midsem,3,Windows,768,1366,Chrome,366FYU4PTGKMQ0MCYD61PNAPZAKEKV,3WDXCWYEATM9BC63ALN0GQVISKAYJJ,Descripciones de objetos,"Verá 26 diálogos cortos. En cada diálogo, los hablantes no están de acuerdo sobre un objeto. Determine si un hablante está equivocado o si los dos pueden tener razón.",español idioma investigaciones ciencia cognitiva universidad,$0.40,Tue May 22 08:54:47 PDT 2018,9,2,0,4,Assignable,NotReviewed,1 cond,1800,60000,Thu Jun 21 08:54:47 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=366FYU4PTGKMQ0MCYD61PNAPZAKEKV,3NL0RFNU0GJ7LINC09ZQ5KUMG494KD,0,Approved,Wed May 23 01:41:37 PDT 2018,Tue May 22 08:56:33 PDT 2018,Tue May 22 09:01:37 PDT 2018,Wed May 23 01:41:53 PDT 2018,,,,,[],3.9855666666666667
0,no es,malo,tomate,masculine,quality,food,15,ser,0.84,mid,over8,span,YES,advanced,1,Female,COMPUTER SCIENCE,L2,YEAH THIS IS A GOOD SURVEY,shortlive,Yes,yes,midsem,3,Windows,768,1366,Chrome,366FYU4PTGKMQ0MCYD61PNAPZAKEKV,3WDXCWYEATM9BC63ALN0GQVISKAYJJ,Descripciones de objetos,"Verá 26 diálogos cortos. En cada diálogo, los hablantes no están de acuerdo sobre un objeto. Determine si un hablante está equivocado o si los dos pueden tener razón.",español idioma investigaciones ciencia cognitiva universidad,$0.40,Tue May 22 08:54:47 PDT 2018,9,2,0,4,Assignable,NotReviewed,1 cond,1800,60000,Thu Jun 21 08:54:47 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=366FYU4PTGKMQ0MCYD61PNAPZAKEKV,3NL0RFNU0GJ7LINC09ZQ5KUMG494KD,0,Approved,Wed May 23 01:41:37 PDT 2018,Tue May 22 08:56:33 PDT 2018,Tue May 22 09:01:37 PDT 2018,Wed May 23 01:41:53 PDT 2018,,,,,[],3.9855666666666667
0,no es,cuadrado,escritorio,masculine,shape,furniture,16,ser,0.86,mid,over8,span,YES,advanced,1,Female,COMPUTER SCIENCE,L2,YEAH THIS IS A GOOD SURVEY,shortlive,Yes,yes,midsem,3,Windows,768,1366,Chrome,366FYU4PTGKMQ0MCYD61PNAPZAKEKV,3WDXCWYEATM9BC63ALN0GQVISKAYJJ,Descripciones de objetos,"Verá 26 diálogos cortos. En cada diálogo, los hablantes no están de acuerdo sobre un objeto. Determine si un hablante está equivocado o si los dos pueden tener razón.",español idioma investigaciones ciencia cognitiva universidad,$0.40,Tue May 22 08:54:47 PDT 2018,9,2,0,4,Assignable,NotReviewed,1 cond,1800,60000,Thu Jun 21 08:54:47 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=366FYU4PTGKMQ0MCYD61PNAPZAKEKV,3NL0RFNU0GJ7LINC09ZQ5KUMG494KD,0,Approved,Wed May 23 01:41:37 PDT 2018,Tue May 22 08:56:33 PDT 2018,Tue May 22 09:01:37 PDT 2018,Wed May 23 01:41:53 PDT 2018,,,,,[],3.9855666666666667
0,no es,grande,manzana,feminine,size,food,17,ser,0.85,mid,over8,span,YES,advanced,1,Female,COMPUTER SCIENCE,L2,YEAH THIS IS A GOOD SURVEY,shortlive,Yes,yes,midsem,3,Windows,768,1366,Chrome,366FYU4PTGKMQ0MCYD61PNAPZAKEKV,3WDXCWYEATM9BC63ALN0GQVISKAYJJ,Descripciones de objetos,"Verá 26 diálogos cortos. En cada diálogo, los hablantes no están de acuerdo sobre un objeto. Determine si un hablante está equivocado o si los dos pueden tener razón.",español idioma investigaciones ciencia cognitiva universidad,$0.40,Tue May 22 08:54:47 PDT 2018,9,2,0,4,Assignable,NotReviewed,1 cond,1800,60000,Thu Jun 21 08:54:47 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=366FYU4PTGKMQ0MCYD61PNAPZAKEKV,3NL0RFNU0GJ7LINC09ZQ5KUMG494KD,0,Approved,Wed May 23 01:41:37 PDT 2018,Tue May 22 08:56:33 PDT 2018,Tue May 22 09:01:37 PDT 2018,Wed May 23 01:41:53 PDT 2018,,,,,[],3.9855666666666667
0,no es,morado,silla,feminine,color,furniture,18,ser,0.86,mid,over8,span,YES,advanced,1,Female,COMPUTER SCIENCE,L2,YEAH THIS IS A GOOD SURVEY,shortlive,Yes,yes,midsem,3,Windows,768,1366,Chrome,366FYU4PTGKMQ0MCYD61PNAPZAKEKV,3WDXCWYEATM9BC63ALN0GQVISKAYJJ,Descripciones de objetos,"Verá 26 diálogos cortos. En cada diálogo, los hablantes no están de acuerdo sobre un objeto. Determine si un hablante está equivocado o si los dos pueden tener razón.",español idioma investigaciones ciencia cognitiva universidad,$0.40,Tue May 22 08:54:47 PDT 2018,9,2,0,4,Assignable,NotReviewed,1 cond,1800,60000,Thu Jun 21 08:54:47 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=366FYU4PTGKMQ0MCYD61PNAPZAKEKV,3NL0RFNU0GJ7LINC09ZQ5KUMG494KD,0,Approved,Wed May 23 01:41:37 PDT 2018,Tue May 22 08:56:33 PDT 2018,Tue May 22 09:01:37 PDT 2018,Wed May 23 01:41:53 PDT 2018,,,,,[],3.9855666666666667
