workerid,noun,gender,nounclass,slide_number,predicate2,predicate1,class2,response,class1,school,lived,family,language,level,enjoyment,gender,age,describe,comments,years,assess,classes,college,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.time_in_minutes
0,silla,feminine,furniture,3,mexicano,peque&ntilde;o,nationality,0.03,size,most,over8,eng,ingles,near native,1,Female,39,L2,gracias por la oportunidad de tomar este experimento.,shortlive,Yes,yes,mostsem,3,Windows,768,1366,Chrome,3LCXHSGDLT1KEJZK3MF3G91ZGGLESO,3GSIANI2QT82ZCEA9256017TJV6PDY,Descripciones de objetos,Va a ver 26 pares de descripciones cortas de objetos. Tiene que elegir la que suena mejor.,idioma investigaciones ciencia cognitiva universidad,$0.40,Tue May 01 09:08:29 PDT 2018,9,8,0,1,Assignable,NotReviewed,1 cond,1800,60000,Thu May 31 09:08:29 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3LCXHSGDLT1KEJZK3MF3G91ZGGLESO,3JMSRU9HQJQ3TVEHOJPAGFHU7UOVEE,0,Approved,Wed May 02 01:56:05 PDT 2018,Tue May 01 09:12:10 PDT 2018,Tue May 01 09:16:05 PDT 2018,Wed May 02 01:57:02 PDT 2018,,,,,[],3.8421333333333334
0,zanahoria,feminine,food,4,espa&ntilde;ol,min&uacute;sculo,nationality,0.03,size,most,over8,eng,ingles,near native,1,Female,39,L2,gracias por la oportunidad de tomar este experimento.,shortlive,Yes,yes,mostsem,3,Windows,768,1366,Chrome,3LCXHSGDLT1KEJZK3MF3G91ZGGLESO,3GSIANI2QT82ZCEA9256017TJV6PDY,Descripciones de objetos,Va a ver 26 pares de descripciones cortas de objetos. Tiene que elegir la que suena mejor.,idioma investigaciones ciencia cognitiva universidad,$0.40,Tue May 01 09:08:29 PDT 2018,9,8,0,1,Assignable,NotReviewed,1 cond,1800,60000,Thu May 31 09:08:29 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3LCXHSGDLT1KEJZK3MF3G91ZGGLESO,3JMSRU9HQJQ3TVEHOJPAGFHU7UOVEE,0,Approved,Wed May 02 01:56:05 PDT 2018,Tue May 01 09:12:10 PDT 2018,Tue May 01 09:16:05 PDT 2018,Wed May 02 01:57:02 PDT 2018,,,,,[],3.8421333333333334
0,pl&aacute;tano,masculine,food,5,verde,cuadrado,color,0.05,shape,most,over8,eng,ingles,near native,1,Female,39,L2,gracias por la oportunidad de tomar este experimento.,shortlive,Yes,yes,mostsem,3,Windows,768,1366,Chrome,3LCXHSGDLT1KEJZK3MF3G91ZGGLESO,3GSIANI2QT82ZCEA9256017TJV6PDY,Descripciones de objetos,Va a ver 26 pares de descripciones cortas de objetos. Tiene que elegir la que suena mejor.,idioma investigaciones ciencia cognitiva universidad,$0.40,Tue May 01 09:08:29 PDT 2018,9,8,0,1,Assignable,NotReviewed,1 cond,1800,60000,Thu May 31 09:08:29 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3LCXHSGDLT1KEJZK3MF3G91ZGGLESO,3JMSRU9HQJQ3TVEHOJPAGFHU7UOVEE,0,Approved,Wed May 02 01:56:05 PDT 2018,Tue May 01 09:12:10 PDT 2018,Tue May 01 09:16:05 PDT 2018,Wed May 02 01:57:02 PDT 2018,,,,,[],3.8421333333333334
0,sof&aacute; ,masculine,furniture,6,espa&ntilde;ol,podrido,nationality,0.04,age,most,over8,eng,ingles,near native,1,Female,39,L2,gracias por la oportunidad de tomar este experimento.,shortlive,Yes,yes,mostsem,3,Windows,768,1366,Chrome,3LCXHSGDLT1KEJZK3MF3G91ZGGLESO,3GSIANI2QT82ZCEA9256017TJV6PDY,Descripciones de objetos,Va a ver 26 pares de descripciones cortas de objetos. Tiene que elegir la que suena mejor.,idioma investigaciones ciencia cognitiva universidad,$0.40,Tue May 01 09:08:29 PDT 2018,9,8,0,1,Assignable,NotReviewed,1 cond,1800,60000,Thu May 31 09:08:29 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3LCXHSGDLT1KEJZK3MF3G91ZGGLESO,3JMSRU9HQJQ3TVEHOJPAGFHU7UOVEE,0,Approved,Wed May 02 01:56:05 PDT 2018,Tue May 01 09:12:10 PDT 2018,Tue May 01 09:16:05 PDT 2018,Wed May 02 01:57:02 PDT 2018,,,,,[],3.8421333333333334
0,queso,masculine,food,7,fresco,peque&ntilde;o,age,0.03,size,most,over8,eng,ingles,near native,1,Female,39,L2,gracias por la oportunidad de tomar este experimento.,shortlive,Yes,yes,mostsem,3,Windows,768,1366,Chrome,3LCXHSGDLT1KEJZK3MF3G91ZGGLESO,3GSIANI2QT82ZCEA9256017TJV6PDY,Descripciones de objetos,Va a ver 26 pares de descripciones cortas de objetos. Tiene que elegir la que suena mejor.,idioma investigaciones ciencia cognitiva universidad,$0.40,Tue May 01 09:08:29 PDT 2018,9,8,0,1,Assignable,NotReviewed,1 cond,1800,60000,Thu May 31 09:08:29 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3LCXHSGDLT1KEJZK3MF3G91ZGGLESO,3JMSRU9HQJQ3TVEHOJPAGFHU7UOVEE,0,Approved,Wed May 02 01:56:05 PDT 2018,Tue May 01 09:12:10 PDT 2018,Tue May 01 09:16:05 PDT 2018,Wed May 02 01:57:02 PDT 2018,,,,,[],3.8421333333333334
0,silla,feminine,furniture,8,fresco,malo,age,0.08,quality,most,over8,eng,ingles,near native,1,Female,39,L2,gracias por la oportunidad de tomar este experimento.,shortlive,Yes,yes,mostsem,3,Windows,768,1366,Chrome,3LCXHSGDLT1KEJZK3MF3G91ZGGLESO,3GSIANI2QT82ZCEA9256017TJV6PDY,Descripciones de objetos,Va a ver 26 pares de descripciones cortas de objetos. Tiene que elegir la que suena mejor.,idioma investigaciones ciencia cognitiva universidad,$0.40,Tue May 01 09:08:29 PDT 2018,9,8,0,1,Assignable,NotReviewed,1 cond,1800,60000,Thu May 31 09:08:29 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3LCXHSGDLT1KEJZK3MF3G91ZGGLESO,3JMSRU9HQJQ3TVEHOJPAGFHU7UOVEE,0,Approved,Wed May 02 01:56:05 PDT 2018,Tue May 01 09:12:10 PDT 2018,Tue May 01 09:16:05 PDT 2018,Wed May 02 01:57:02 PDT 2018,,,,,[],3.8421333333333334
0,televisi&oacute;n ,feminine,furniture,9,duro,espa&ntilde;ol,texture,0.98,nationality,most,over8,eng,ingles,near native,1,Female,39,L2,gracias por la oportunidad de tomar este experimento.,shortlive,Yes,yes,mostsem,3,Windows,768,1366,Chrome,3LCXHSGDLT1KEJZK3MF3G91ZGGLESO,3GSIANI2QT82ZCEA9256017TJV6PDY,Descripciones de objetos,Va a ver 26 pares de descripciones cortas de objetos. Tiene que elegir la que suena mejor.,idioma investigaciones ciencia cognitiva universidad,$0.40,Tue May 01 09:08:29 PDT 2018,9,8,0,1,Assignable,NotReviewed,1 cond,1800,60000,Thu May 31 09:08:29 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3LCXHSGDLT1KEJZK3MF3G91ZGGLESO,3JMSRU9HQJQ3TVEHOJPAGFHU7UOVEE,0,Approved,Wed May 02 01:56:05 PDT 2018,Tue May 01 09:12:10 PDT 2018,Tue May 01 09:16:05 PDT 2018,Wed May 02 01:57:02 PDT 2018,,,,,[],3.8421333333333334
0,pl&aacute;tano,masculine,food,10,verde,liso,color,0.03,texture,most,over8,eng,ingles,near native,1,Female,39,L2,gracias por la oportunidad de tomar este experimento.,shortlive,Yes,yes,mostsem,3,Windows,768,1366,Chrome,3LCXHSGDLT1KEJZK3MF3G91ZGGLESO,3GSIANI2QT82ZCEA9256017TJV6PDY,Descripciones de objetos,Va a ver 26 pares de descripciones cortas de objetos. Tiene que elegir la que suena mejor.,idioma investigaciones ciencia cognitiva universidad,$0.40,Tue May 01 09:08:29 PDT 2018,9,8,0,1,Assignable,NotReviewed,1 cond,1800,60000,Thu May 31 09:08:29 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3LCXHSGDLT1KEJZK3MF3G91ZGGLESO,3JMSRU9HQJQ3TVEHOJPAGFHU7UOVEE,0,Approved,Wed May 02 01:56:05 PDT 2018,Tue May 01 09:12:10 PDT 2018,Tue May 01 09:16:05 PDT 2018,Wed May 02 01:57:02 PDT 2018,,,,,[],3.8421333333333334
0,sof&aacute; ,masculine,furniture,11,cuadrado,fresco,shape,0.03,age,most,over8,eng,ingles,near native,1,Female,39,L2,gracias por la oportunidad de tomar este experimento.,shortlive,Yes,yes,mostsem,3,Windows,768,1366,Chrome,3LCXHSGDLT1KEJZK3MF3G91ZGGLESO,3GSIANI2QT82ZCEA9256017TJV6PDY,Descripciones de objetos,Va a ver 26 pares de descripciones cortas de objetos. Tiene que elegir la que suena mejor.,idioma investigaciones ciencia cognitiva universidad,$0.40,Tue May 01 09:08:29 PDT 2018,9,8,0,1,Assignable,NotReviewed,1 cond,1800,60000,Thu May 31 09:08:29 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3LCXHSGDLT1KEJZK3MF3G91ZGGLESO,3JMSRU9HQJQ3TVEHOJPAGFHU7UOVEE,0,Approved,Wed May 02 01:56:05 PDT 2018,Tue May 01 09:12:10 PDT 2018,Tue May 01 09:16:05 PDT 2018,Wed May 02 01:57:02 PDT 2018,,,,,[],3.8421333333333334
0,tomate,masculine,food,12,min&uacute;sculo,malo,size,0.04,quality,most,over8,eng,ingles,near native,1,Female,39,L2,gracias por la oportunidad de tomar este experimento.,shortlive,Yes,yes,mostsem,3,Windows,768,1366,Chrome,3LCXHSGDLT1KEJZK3MF3G91ZGGLESO,3GSIANI2QT82ZCEA9256017TJV6PDY,Descripciones de objetos,Va a ver 26 pares de descripciones cortas de objetos. Tiene que elegir la que suena mejor.,idioma investigaciones ciencia cognitiva universidad,$0.40,Tue May 01 09:08:29 PDT 2018,9,8,0,1,Assignable,NotReviewed,1 cond,1800,60000,Thu May 31 09:08:29 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3LCXHSGDLT1KEJZK3MF3G91ZGGLESO,3JMSRU9HQJQ3TVEHOJPAGFHU7UOVEE,0,Approved,Wed May 02 01:56:05 PDT 2018,Tue May 01 09:12:10 PDT 2018,Tue May 01 09:16:05 PDT 2018,Wed May 02 01:57:02 PDT 2018,,,,,[],3.8421333333333334
